Customer_ID,Product_Name
1035,"['Mascara', 'Misc', 'Misc', 'Lamp', 'T-Shirt', 'Vase', 'Misc']"
1036,"['Vase', 'Jeans', 'Misc', 'Laptop']"
1037,"['Jeans', 'Camera', 'Misc', 'Misc', 'Vase', 'Mascara']"
1038,"['Jacket', 'Smartphone', 'Biography', 'Candle', 'Misc']"
1039,"['Misc', 'Misc', 'Biography']"
104,"['Curtains', 'Jacket', 'Jeans', 'Misc', 'Perfume', 'Foundation', 'Misc', 'Novel']"
1040,"['Misc', 'Camera', 'Textbook', 'Misc', 'Curtains', 'Misc']"
1041,"['Misc', 'Lamp', 'Camera', 'Headphones']"
1042,"['Cookbook', 'Mascara', 'Jeans', 'Novel', 'Candle', 'Camera', 'Misc', 'Misc', 'Misc']"
1043,"['Misc', 'Misc', 'Jacket']"
1044,"['Curtains', 'Mascara', 'Misc']"
1045,"['Perfume', 'Misc', 'Cookbook', 'Smartphone', 'Foundation', 'Cookbook', 'Vase']"
1046,"['Smartphone', 'Headphones', 'Jeans', 'Misc', 'Curtains', 'Misc']"
1047,"['Biography', 'Mascara', 'Cookbook', 'Misc', 'T-Shirt', 'Dress', 'Mascara']"
1048,"['Vase', 'Foundation', 'Misc']"
1049,"['Misc', 'Lamp', 'Candle', 'Misc', 'Vase', 'Smartphone', 'Misc']"
105,"['Curtains', 'Novel', 'Dress', 'T-Shirt', 'Dress', 'Misc', 'Textbook', 'Foundation']"
1050,"['Misc', 'Headphones', 'Perfume', 'Textbook', 'T-Shirt', 'Misc', 'Mascara', 'Perfume', 'Cookbook']"
1051,"['Misc', 'Misc', 'Misc', 'Jeans', 'Mascara', 'Camera', 'Curtains']"
1052,"['Misc', 'Biography']"
1053,"['Misc', 'Perfume']"
1054,"['Novel', 'Lamp']"
1055,"['Misc', 'Vase', 'Misc', 'Biography', 'Lipstick']"
1056,"['T-Shirt', 'Jeans', 'Cookbook', 'Dress', 'Biography', 'Curtains']"
1057,"['Misc', 'Misc', 'Novel', 'Jacket', 'Misc', 'Headphones', 'Mascara']"
1058,"['Dress', 'Misc', 'Perfume', 'Mascara']"
1059,"['Mascara', 'Camera', 'Headphones', 'Lamp', 'Misc', 'Textbook', 'Perfume']"
106,"['Perfume', 'Novel', 'T-Shirt', 'Jacket', 'Misc', 'Vase', 'Misc']"
1060,"['Cookbook', 'Misc', 'Foundation', 'Lipstick']"
1061,"['Novel', 'Headphones', 'Misc', 'Textbook']"
1062,"['Misc', 'Misc', 'Mascara']"
1063,"['Misc', 'Misc', 'Foundation']"
1064,"['Laptop', 'Misc']"
1065,"['Biography', 'Misc', 'Perfume', 'Lamp', 'Misc', 'Vase', 'Textbook']"
1066,"['Misc', 'Headphones', 'Lamp', 'Biography', 'Candle', 'Cookbook', 'Biography']"
1067,"['Perfume', 'Smartphone', 'Cookbook', 'Misc']"
1068,"['Vase', 'Misc', 'Misc']"
1069,"['Perfume', 'Curtains', 'Misc', 'Foundation', 'Misc', 'Misc', 'Misc']"
107,"['Misc', 'Lamp', 'Laptop']"
1070,['Laptop']
1071,"['Misc', 'Misc', 'Foundation']"
1072,"['Misc', 'Misc', 'Misc', 'T-Shirt', 'Misc']"
1073,"['Perfume', 'Perfume', 'Misc', 'Dress', 'Misc', 'Perfume']"
1074,"['Misc', 'Jacket', 'Lipstick', 'Laptop', 'Curtains', 'Novel']"
1075,"['Lamp', 'Lipstick', 'Headphones', 'Lipstick']"
1076,"['Smartphone', 'Misc', 'T-Shirt']"
1077,"['Curtains', 'Perfume', 'Cookbook', 'Jeans', 'Smartphone', 'Misc']"
1078,"['Misc', 'Misc', 'Jacket']"
1079,"['Jacket', 'Misc', 'Biography', 'T-Shirt', 'Mascara', 'Misc']"
108,"['Lamp', 'Foundation', 'Dress']"
1080,"['Laptop', 'Misc', 'Jeans', 'Jacket', 'Misc', 'Lipstick', 'Misc']"
1081,"['Smartphone', 'Misc']"
1082,"['Misc', 'Headphones', 'Vase', 'Misc', 'Perfume', 'Smartphone']"
1083,"['T-Shirt', 'Lamp', 'Misc', 'Misc', 'Lamp', 'Misc']"
1084,"['Curtains', 'Misc', 'Jacket', 'Headphones', 'Misc', 'Misc']"
1085,"['Cookbook', 'Candle', 'Perfume', 'Misc']"
1086,"['Misc', 'Lamp']"
1087,"['Perfume', 'Misc', 'Vase', 'Mascara', 'Lamp']"
1088,"['Lamp', 'Perfume', 'Lipstick', 'Misc', 'Misc']"
1089,"['Jacket', 'Cookbook', 'Misc', 'Dress', 'Headphones']"
109,"['Headphones', 'Camera', 'Dress', 'Misc', 'Curtains']"
1090,"['T-Shirt', 'Dress', 'Misc', 'Misc', 'Lipstick', 'Cookbook', 'Laptop', 'Misc']"
1091,"['Misc', 'Misc', 'Misc', 'Vase', 'Laptop', 'Misc']"
1092,"['Vase', 'Misc']"
1093,['Misc']
1094,"['Misc', 'Headphones', 'T-Shirt', 'Jacket']"
1095,"['Novel', 'Laptop', 'Dress', 'Dress', 'Smartphone', 'Biography', 'Lipstick']"
1096,"['Vase', 'Camera', 'Misc', 'Cookbook', 'Misc', 'Jeans']"
1097,"['Foundation', 'Candle', 'Misc', 'Misc', 'Jeans', 'Misc', 'Lamp']"
1098,"['Mascara', 'Smartphone', 'Misc', 'Jacket', 'Perfume', 'Foundation', 'Misc']"
1099,"['Misc', 'Laptop', 'Lipstick']"
11,"['Perfume', 'Dress', 'Misc', 'Foundation', 'Dress']"
110,"['Jeans', 'Jacket', 'Misc', 'Textbook']"
1100,"['Camera', 'Misc', 'Misc', 'Misc']"
1101,"['Curtains', 'Laptop', 'Curtains']"
1102,"['Dress', 'Misc', 'Cookbook', 'Jacket']"
1103,"['Jeans', 'Textbook', 'Laptop', 'Misc', 'Misc', 'Biography', 'Mascara', 'Perfume', 'Perfume', 'Novel', 'Vase', 'Headphones']"
1104,['Misc']
1105,"['Textbook', 'Lipstick', 'Curtains']"
1106,"['Mascara', 'Dress', 'Candle', 'Jeans']"
1107,"['Headphones', 'Vase', 'Curtains', 'Mascara', 'Curtains', 'Lipstick']"
1108,"['Novel', 'Biography', 'Dress']"
1109,"['Mascara', 'Mascara', 'Misc', 'T-Shirt']"
111,"['Misc', 'Jacket', 'Lipstick', 'Perfume', 'Dress', 'Perfume']"
1110,['Misc']
1111,"['Headphones', 'Vase', 'Biography', 'Misc']"
1112,"['Smartphone', 'Perfume', 'Candle', 'Mascara', 'Camera', 'Misc']"
1113,"['Lipstick', 'Misc', 'Misc', 'Misc', 'Lipstick']"
1114,"['Textbook', 'Misc', 'Jeans', 'Misc']"
1115,"['Headphones', 'Cookbook', 'Smartphone']"
1116,"['Perfume', 'Cookbook', 'Lipstick', 'Misc', 'Perfume', 'Mascara']"
1117,"['Misc', 'Vase', 'Misc']"
1118,"['Laptop', 'Lamp', 'Misc', 'Headphones', 'Jeans', 'Biography']"
1119,"['Mascara', 'Foundation', 'Jacket', 'Foundation', 'Mascara', 'Perfume']"
112,"['Candle', 'Jeans', 'T-Shirt', 'Vase', 'Laptop', 'Dress', 'Cookbook', 'Vase']"
1120,"['Lamp', 'Misc', 'Perfume', 'Novel', 'Camera']"
1121,"['Curtains', 'Novel', 'Novel', 'Mascara', 'Novel', 'Misc', 'Camera', 'T-Shirt']"
1122,"['Biography', 'Vase', 'Mascara']"
1123,"['Biography', 'Curtains', 'Mascara', 'Dress']"
1124,"['Biography', 'Dress']"
1125,"['Dress', 'Lipstick', 'Misc', 'Candle', 'Headphones', 'Misc', 'Misc']"
1126,"['Misc', 'Foundation', 'Misc', 'Misc', 'Dress', 'Biography']"
1127,"['Misc', 'Smartphone', 'Candle', 'Textbook', 'Candle', 'Misc']"
1128,"['Misc', 'Mascara', 'Laptop', 'Lipstick', 'Textbook', 'Misc', 'Dress', 'Misc']"
1129,"['Smartphone', 'Mascara', 'Misc', 'Cookbook', 'Curtains']"
113,"['Perfume', 'Dress', 'Jeans', 'Novel']"
1130,"['Dress', 'Lamp', 'Camera', 'Misc', 'Camera', 'Misc', 'Curtains', 'Misc']"
1131,"['Mascara', 'Cookbook', 'Jacket', 'Misc', 'Curtains']"
1132,"['Candle', 'Textbook', 'Lamp', 'Mascara']"
1133,"['Laptop', 'Misc', 'Foundation', 'Camera', 'Vase', 'Misc', 'Misc']"
1134,"['Cookbook', 'Misc', 'Smartphone', 'T-Shirt', 'Headphones', 'Mascara']"
1135,"['T-Shirt', 'Misc', 'Camera', 'Textbook', 'Dress']"
1136,"['Laptop', 'Foundation']"
1137,"['Misc', 'Lipstick', 'Misc', 'Novel', 'Misc', 'Novel', 'Lamp', 'Misc', 'Lipstick']"
1138,"['Dress', 'Misc', 'Novel']"
1139,"['Misc', 'Misc', 'Curtains', 'Misc', 'Misc', 'Lipstick']"
114,"['Misc', 'Candle', 'Perfume', 'Misc', 'Dress', 'Misc', 'Mascara']"
1140,"['T-Shirt', 'Misc', 'Textbook', 'Dress', 'Cookbook', 'Misc', 'Misc', 'Novel']"
1141,"['Vase', 'Misc', 'Textbook']"
1142,"['Foundation', 'Smartphone', 'Lamp', 'Lipstick']"
1143,"['Misc', 'Foundation']"
1144,"['Misc', 'T-Shirt', 'Smartphone', 'Cookbook', 'Misc']"
1145,"['Novel', 'T-Shirt', 'Novel', 'Biography', 'Jacket']"
1146,"['Misc', 'Mascara', 'Lipstick', 'Smartphone', 'Candle']"
1147,"['Curtains', 'Mascara', 'Lamp']"
1148,"['T-Shirt', 'Lipstick', 'Misc', 'Misc']"
1149,"['Misc', 'T-Shirt', 'Lamp', 'Dress', 'Camera', 'Curtains', 'Candle']"
115,"['Misc', 'Vase', 'Lamp', 'Lamp', 'Camera', 'Camera', 'Misc', 'Lamp']"
1150,"['Headphones', 'Novel', 'Biography', 'Dress', 'Candle']"
1151,"['Cookbook', 'Foundation', 'Curtains', 'Cookbook']"
1152,"['Jacket', 'Candle']"
1153,"['Novel', 'Misc', 'Dress', 'Misc', 'Misc', 'Cookbook']"
1154,"['Biography', 'Misc', 'Misc', 'Misc', 'Foundation']"
1155,"['Smartphone', 'T-Shirt', 'Cookbook', 'Misc', 'Perfume']"
1156,"['Laptop', 'Dress', 'Jeans', 'Jeans', 'Lamp']"
1157,"['Textbook', 'Lipstick', 'Lamp', 'Misc']"
1158,"['Vase', 'Misc', 'Misc', 'Perfume', 'Misc', 'Textbook', 'Headphones', 'Misc', 'Foundation', 'Laptop']"
1159,"['Misc', 'Misc', 'Headphones', 'Misc', 'Biography', 'Camera', 'Misc']"
116,"['Candle', 'Misc', 'Mascara', 'Perfume', 'Dress', 'Misc']"
1160,"['Dress', 'Misc', 'Misc', 'Textbook', 'Misc', 'Misc']"
1161,"['Textbook', 'Novel', 'Misc']"
1162,"['Misc', 'Lipstick', 'Jacket', 'Novel']"
1163,"['Jacket', 'Textbook', 'Misc', 'Curtains', 'Misc', 'Textbook', 'Novel', 'Textbook']"
1164,"['Dress', 'Lipstick', 'Cookbook', 'Misc']"
1165,"['Biography', 'Smartphone', 'Curtains', 'Jeans', 'Misc']"
1166,"['Misc', 'Mascara', 'Novel']"
1167,"['Misc', 'Cookbook', 'Lipstick', 'Laptop', 'Misc']"
1168,"['Misc', 'Misc', 'Smartphone', 'Misc', 'Misc', 'Vase', 'Candle']"
1169,"['Curtains', 'Novel', 'Lamp', 'Candle', 'Mascara', 'Candle']"
117,"['Perfume', 'Misc', 'Headphones']"
1170,"['Misc', 'Laptop', 'Camera', 'Misc']"
1171,"['Vase', 'Misc', 'Misc', 'Misc']"
1172,"['Lipstick', 'Perfume', 'Cookbook']"
1173,"['Misc', 'Candle']"
1174,"['Headphones', 'Misc', 'Headphones', 'Cookbook', 'Camera', 'Laptop', 'Misc', 'Curtains', 'T-Shirt', 'Headphones']"
1175,"['Dress', 'Misc', 'Candle', 'Vase', 'Candle', 'Misc', 'Vase']"
1176,"['Novel', 'Lamp', 'Curtains', 'Curtains', 'Camera']"
1177,"['Camera', 'Misc', 'Misc', 'Misc', 'Misc']"
1178,"['Perfume', 'Misc', 'Cookbook', 'Misc', 'Candle']"
1179,"['Lamp', 'Textbook', 'Candle', 'Lamp', 'Camera', 'Misc', 'Jeans']"
118,"['Cookbook', 'Misc', 'T-Shirt', 'Camera', 'Misc']"
1180,"['Misc', 'Laptop', 'Textbook']"
1181,"['Camera', 'Laptop', 'Camera']"
1182,"['Lipstick', 'Misc', 'Cookbook', 'Cookbook']"
1183,"['Misc', 'Misc', 'Candle', 'Misc']"
1184,"['Misc', 'Smartphone', 'Jeans', 'Mascara', 'Lipstick']"
1185,"['Textbook', 'Camera', 'Misc', 'Misc', 'Vase']"
1186,"['Misc', 'Misc', 'Misc', 'Smartphone', 'Jeans', 'Mascara', 'Misc']"
1187,"['Misc', 'Misc', 'Vase', 'Misc']"
1188,"['T-Shirt', 'Misc', 'Laptop']"
1189,"['Misc', 'Misc']"
119,"['Biography', 'Jacket', 'Dress']"
1190,"['Smartphone', 'Jeans', 'Headphones', 'Curtains', 'Misc', 'Smartphone', 'Lamp']"
1191,"['Candle', 'Laptop', 'Candle', 'Biography', 'Camera', 'Dress', 'Cookbook', 'Cookbook']"
1192,"['Misc', 'Candle']"
1193,"['Misc', 'Lamp']"
1194,"['Misc', 'Lamp']"
1195,"['Textbook', 'Lipstick', 'Laptop', 'Vase', 'Jacket', 'Candle']"
1196,"['Smartphone', 'Curtains', 'Vase', 'Dress', 'T-Shirt', 'Headphones']"
1197,"['Textbook', 'Misc', 'Misc', 'Candle', 'Smartphone']"
1198,"['Textbook', 'Lamp', 'Laptop', 'Vase', 'Misc']"
1199,"['Mascara', 'Perfume', 'Foundation', 'Jacket', 'Misc', 'Vase', 'Jeans']"
12,"['Novel', 'Misc', 'Misc', 'Foundation', 'Misc', 'Jeans']"
120,"['Misc', 'Lamp', 'Biography', 'Misc', 'Jacket', 'Dress', 'Novel']"
1200,"['Perfume', 'Laptop', 'Misc']"
1201,"['Camera', 'Candle', 'Misc', 'Vase', 'Lamp']"
1202,"['Biography', 'Dress', 'Biography', 'Jacket']"
1203,"['Mascara', 'Foundation', 'Textbook', 'Misc', 'Vase', 'Perfume', 'Misc', 'Misc', 'Jeans', 'Cookbook', 'Vase']"
1204,"['Smartphone', 'Lamp', 'Textbook', 'Perfume', 'Candle', 'Perfume', 'Misc', 'Biography', 'Biography']"
1205,"['Novel', 'Misc', 'Curtains', 'Misc', 'Cookbook', 'Misc', 'Mascara', 'Misc', 'Lamp']"
1206,"['Jeans', 'Novel']"
1207,"['Mascara', 'Dress']"
1208,"['Jeans', 'Biography', 'Misc', 'Smartphone', 'Misc', 'Misc']"
1209,"['Vase', 'Misc', 'Textbook', 'Lipstick', 'Misc']"
121,"['Misc', 'T-Shirt']"
1210,"['Foundation', 'Camera', 'Misc']"
1211,"['Misc', 'Misc', 'Textbook', 'Perfume', 'Misc', 'Vase']"
1212,"['Laptop', 'Misc', 'Misc']"
1213,"['Curtains', 'Misc', 'Candle', 'Biography', 'Misc']"
1214,"['Dress', 'Misc', 'Novel', 'T-Shirt', 'Headphones']"
1215,"['Lipstick', 'Headphones', 'Novel', 'Foundation', 'Camera', 'Jeans', 'Biography']"
1216,"['Biography', 'Misc', 'Novel', 'Jeans', 'T-Shirt']"
1217,"['T-Shirt', 'Mascara', 'Perfume', 'Misc']"
1218,"['Vase', 'T-Shirt', 'Headphones', 'Camera', 'T-Shirt', 'Novel', 'Jeans']"
1219,"['Textbook', 'Dress', 'Novel', 'Camera']"
122,"['Misc', 'Jacket', 'Headphones', 'Misc']"
1220,"['T-Shirt', 'Foundation', 'Biography', 'Camera']"
1221,"['Laptop', 'Curtains', 'Biography', 'Jacket']"
1222,"['Misc', 'Candle', 'Smartphone', 'Novel']"
1223,"['Misc', 'Candle', 'Smartphone', 'Lipstick', 'Jacket', 'Camera', 'Candle', 'Jeans']"
1224,"['Lamp', 'Novel', 'Lipstick', 'Jacket', 'Misc', 'Foundation']"
1225,"['Misc', 'Perfume', 'Jeans', 'Misc']"
1226,"['Camera', 'Misc', 'Cookbook', 'Lipstick']"
1227,"['Novel', 'Misc']"
1228,"['Jacket', 'Smartphone', 'Lipstick', 'Textbook', 'Textbook']"
1229,"['Textbook', 'Foundation', 'Candle', 'Misc', 'Mascara']"
123,"['Perfume', 'Dress', 'Curtains', 'Dress', 'Misc', 'Lipstick', 'Misc', 'Mascara']"
1230,"['Misc', 'Cookbook']"
1231,"['Misc', 'Candle', 'Misc', 'Dress', 'Misc']"
1232,"['Misc', 'Lamp', 'Biography', 'T-Shirt']"
1233,"['Perfume', 'Textbook', 'Misc', 'Textbook', 'Cookbook']"
1234,"['Lamp', 'Laptop', 'Biography', 'Textbook', 'Candle']"
1235,"['Smartphone', 'Jeans']"
1236,"['Misc', 'T-Shirt', 'Cookbook', 'Misc', 'Candle']"
1237,"['Misc', 'Biography', 'Lamp', 'Cookbook', 'Jacket']"
1238,"['Dress', 'Textbook', 'Perfume', 'Curtains', 'Biography', 'T-Shirt', 'Vase']"
1239,"['Misc', 'Camera', 'Misc', 'Biography', 'T-Shirt']"
124,"['T-Shirt', 'Candle', 'Misc', 'Biography', 'Foundation', 'Cookbook', 'Biography', 'Misc', 'Vase', 'Misc', 'Misc']"
1240,"['Misc', 'Headphones', 'Smartphone', 'Foundation', 'Misc', 'Smartphone']"
1241,"['Biography', 'Camera', 'Biography', 'Misc', 'Vase']"
1242,"['Misc', 'Camera', 'T-Shirt', 'Textbook', 'Misc', 'Misc']"
1243,['Vase']
1244,"['Jacket', 'Lipstick', 'Lamp', 'Lamp', 'Textbook', 'Textbook']"
1245,"['Biography', 'Textbook', 'Misc', 'Misc', 'Jeans']"
1246,"['Misc', 'Jacket', 'Misc']"
1247,"['Misc', 'Misc']"
1248,['Foundation']
1249,"['Dress', 'Jacket', 'Biography']"
125,"['Biography', 'Lipstick', 'Novel', 'Perfume', 'Misc']"
1250,"['Misc', 'Misc', 'Curtains', 'Novel', 'Misc', 'Biography', 'Novel', 'Curtains', 'Laptop']"
1251,"['Laptop', 'Laptop', 'Misc', 'Misc', 'Curtains', 'Curtains', 'Misc', 'Cookbook']"
1252,"['Misc', 'Biography', 'Smartphone', 'Perfume', 'Misc', 'Misc']"
1253,"['Curtains', 'Misc', 'Misc', 'Misc', 'Headphones']"
1254,"['Perfume', 'Vase', 'Cookbook', 'Misc', 'Dress', 'Biography']"
1255,"['Biography', 'Lipstick', 'Misc', 'Misc', 'Smartphone', 'Misc']"
1256,"['Misc', 'Headphones', 'Textbook', 'Misc', 'Misc', 'Misc', 'Misc']"
1257,"['Lamp', 'Laptop', 'Mascara', 'Candle', 'Laptop', 'Foundation', 'Misc']"
1258,"['Smartphone', 'Misc', 'Vase', 'Lamp']"
1259,"['Misc', 'Smartphone', 'Dress', 'Camera', 'Misc', 'Jacket']"
126,"['Foundation', 'Misc', 'Novel', 'Misc', 'Cookbook', 'Vase']"
1260,"['Mascara', 'Headphones', 'Biography', 'Vase']"
1261,"['Foundation', 'Biography', 'Biography', 'Camera', 'Jacket', 'Misc']"
1262,"['Misc', 'Candle', 'Misc']"
1263,"['Mascara', 'Misc', 'Vase', 'Perfume', 'Jacket', 'Jeans', 'Biography']"
1264,"['Headphones', 'Headphones', 'Perfume', 'Vase', 'Misc']"
1265,"['Misc', 'Misc', 'Misc', 'Misc']"
1266,"['Biography', 'Foundation', 'Misc', 'Mascara', 'Foundation', 'Lamp', 'Novel']"
1267,"['Misc', 'Novel', 'Mascara']"
1268,"['Foundation', 'Curtains', 'Lipstick', 'Headphones', 'Misc', 'Misc', 'Jeans']"
1269,"['Misc', 'Cookbook', 'Misc', 'Candle', 'Foundation', 'Dress', 'Misc', 'Dress', 'Headphones']"
127,"['Jeans', 'Laptop', 'Candle', 'Misc']"
1270,"['Misc', 'Cookbook', 'Candle', 'Misc', 'Misc', 'Misc']"
1271,"['Lipstick', 'Biography', 'Foundation', 'Camera', 'Misc']"
1272,"['Headphones', 'Jacket', 'Cookbook', 'Foundation', 'Misc', 'Curtains']"
1273,"['Misc', 'Misc', 'T-Shirt', 'Foundation', 'Curtains']"
1274,"['Laptop', 'T-Shirt']"
1275,"['Vase', 'Misc', 'Misc', 'Headphones', 'Textbook']"
1276,"['Lipstick', 'Headphones', 'Headphones']"
1277,"['Biography', 'Perfume', 'Smartphone', 'Camera', 'Candle']"
1278,"['Misc', 'Cookbook', 'Lamp', 'Misc', 'Textbook']"
1279,"['Dress', 'Laptop', 'Misc', 'Headphones']"
128,"['Misc', 'Candle', 'Headphones', 'T-Shirt', 'Novel']"
1280,"['Lamp', 'Misc', 'Textbook', 'Misc', 'T-Shirt', 'Dress', 'Misc']"
1281,"['Lipstick', 'Jacket']"
1282,"['Misc', 'Misc', 'Misc']"
1283,"['Laptop', 'Novel', 'Curtains', 'Mascara', 'Perfume', 'T-Shirt', 'Lipstick']"
1284,"['Vase', 'Misc', 'Textbook', 'Headphones']"
1285,"['Misc', 'Misc', 'Perfume', 'Misc', 'Misc', 'Textbook', 'Smartphone']"
1286,"['Curtains', 'Candle', 'Textbook', 'Lipstick', 'Headphones']"
1287,"['Textbook', 'Smartphone', 'Misc', 'Candle']"
1288,"['Cookbook', 'Novel', 'Cookbook', 'Candle', 'Misc']"
1289,"['Mascara', 'Misc', 'Camera', 'Biography']"
129,"['Textbook', 'Jeans', 'Perfume', 'Misc']"
1290,"['Misc', 'Jeans']"
1291,"['Perfume', 'Curtains', 'Textbook', 'Laptop', 'Jeans', 'Misc', 'Misc', 'Candle']"
1292,"['Textbook', 'Lipstick', 'Textbook', 'Mascara', 'Misc', 'Dress']"
1293,"['Foundation', 'Misc', 'Misc', 'Candle']"
1294,"['Lamp', 'Biography', 'Jeans', 'Lipstick', 'Misc']"
1295,"['Novel', 'Misc', 'Perfume']"
1296,"['Misc', 'Camera', 'Misc']"
1297,"['Cookbook', 'Camera', 'Candle', 'Foundation', 'Perfume', 'Misc', 'Misc', 'Smartphone']"
1298,"['Camera', 'Vase', 'Biography', 'Perfume']"
1299,"['Misc', 'Misc']"
13,"['Candle', 'Headphones', 'Headphones', 'Lipstick', 'Perfume', 'Textbook']"
130,"['Dress', 'Curtains', 'Misc', 'Dress', 'Jeans', 'Misc']"
1300,"['Dress', 'Headphones', 'Misc']"
1301,"['Misc', 'Camera', 'Curtains', 'Foundation', 'Misc', 'Camera']"
1302,"['Misc', 'Perfume', 'Lamp']"
1303,"['Misc', 'Laptop', 'Jeans']"
1304,"['Headphones', 'Vase', 'Perfume', 'Curtains', 'Lamp', 'Misc', 'Textbook']"
1305,"['Textbook', 'Jeans', 'Biography', 'Vase']"
1306,"['Mascara', 'Perfume', 'Smartphone', 'Misc', 'Jeans', 'Misc', 'Curtains']"
1307,"['Perfume', 'Camera', 'Smartphone', 'Misc', 'Laptop']"
1308,"['Lipstick', 'Misc', 'Lamp', 'Mascara', 'Misc']"
1309,"['Biography', 'Camera']"
131,"['Mascara', 'Misc', 'Vase', 'Misc', 'Jeans', 'Lamp']"
1310,"['Misc', 'Textbook', 'Mascara', 'Misc', 'Perfume', 'Textbook', 'Curtains', 'Perfume', 'Perfume']"
1311,"['Novel', 'Misc', 'Misc', 'Misc', 'Camera', 'Misc', 'Dress']"
1312,"['Lamp', 'Misc', 'Curtains', 'Headphones', 'Candle', 'Biography']"
1313,"['Curtains', 'Jacket', 'Misc']"
1314,"['Novel', 'Novel', 'Biography', 'Perfume', 'Perfume', 'Misc']"
1315,"['Textbook', 'Curtains', 'Foundation', 'T-Shirt', 'Mascara']"
1316,['Laptop']
1317,"['Headphones', 'Lipstick', 'Smartphone']"
1318,"['Jacket', 'Novel', 'Mascara', 'Perfume', 'Misc', 'Headphones', 'Candle', 'Perfume', 'Jacket']"
1319,"['T-Shirt', 'Misc', 'Vase', 'Misc']"
132,"['Misc', 'Misc', 'Lipstick', 'Misc', 'Misc', 'Curtains', 'Curtains']"
1320,"['Camera', 'Perfume', 'Curtains', 'Laptop']"
1321,"['Novel', 'Laptop', 'Camera']"
1322,"['Misc', 'Jacket', 'Lamp', 'Misc', 'Biography', 'Cookbook', 'Jeans', 'Vase']"
1323,"['Curtains', 'Misc', 'Cookbook', 'Misc', 'Misc']"
1324,"['Camera', 'Misc', 'Vase']"
1325,"['Lipstick', 'Misc', 'Textbook']"
1326,"['Camera', 'Misc', 'Smartphone', 'Dress']"
1327,"['Smartphone', 'Lamp']"
1328,"['Misc', 'Misc']"
1329,['Novel']
133,"['Biography', 'Biography', 'Headphones', 'Biography', 'Foundation']"
1330,"['Vase', 'Mascara', 'Foundation']"
1331,"['Textbook', 'Perfume', 'Misc', 'Dress', 'Misc', 'Biography', 'Misc', 'Lipstick', 'Misc', 'Mascara']"
1332,"['Misc', 'Jeans', 'Vase']"
1333,"['Lipstick', 'Misc', 'Perfume', 'Headphones', 'Perfume', 'Smartphone', 'Headphones', 'Candle', 'Biography', 'Jacket']"
