,Customer_ID,Transaction_ID,Transaction_Date,Product_Category,Product_Name,Quantity,Unit_Price,Payment_Method,Region,Gender,Age,Unit_Cost,Total_Spent,Spending_Segment,Age_Segment,Demographics_Segment,profit,Year,Month,Day,Season,cross_sell_suggestions,Up_sell_Suggestions
42,1760,4960,2024-10-12,Electronics,Smartphone,7.0,40.41,Credit Card,Najaf,Female,18,26.848,282.87,Medium,Adult,Female Adult,13.561999999999998,2024,10,12,Fall,Screen Protector,
43,1610,4700,2024-08-29,Books,Cookbook,7.0,61.69,Debit Card,Kirkuk,Female,24,32.427,431.83,High,Young Adult,Female Young Adult,29.262999999999998,2024,8,29,Summer,,Premium Cookbook with Video Tutorials
44,463,9087,2024-05-09,Groceries,Misc,2.0,93.74,Credit Card,Baghdad,Female,58,57.261,187.48,Medium,Senior,Female Senior,36.47899999999999,2024,5,9,Spring,Personalized Accessories,
45,33,9886,2024-07-06,Sports,Misc,8.0,76.54,Credit Card,Mosul,Female,33,41.305,612.32,High,Young Adult,Female Young Adult,35.23500000000001,2024,7,6,Summer,,Personalized Miscellaneous Items
46,764,6058,2024-10-20,Electronics,Smartphone,8.0,43.73,Credit Card,Basra,Female,53,27.419,349.84,Medium,Senior,Female Senior,16.310999999999996,2024,10,20,Fall,Screen Protector,
47,1453,3614,2024-12-04,Sports,Misc,10.0,57.63,PayPal,Basra,Male,34,50.112,576.3000000000001,High,Young Adult,Male Young Adult,7.518000000000001,2024,12,4,Fall,,Personalized Miscellaneous Items
48,1094,6569,2024-09-27,Groceries,Misc,1.0,84.95,Cash,Basra,Male,39,48.282,84.95,Low,Adult,Male Adult,36.668000000000006,2024,9,27,Summer,Personalized Accessories,
49,171,6009,2024-01-31,Books,Novel,7.0,26.14,Cash,Basra,Male,35,19.743,182.98000000000002,Medium,Young Adult,Male Young Adult,6.397000000000002,2024,1,31,Winter,Bookmark,
50,721,5431,2024-04-24,Books,Cookbook,2.0,36.79,Debit Card,Baghdad,Female,65,21.67,73.58,Low,Senior,Female Senior,15.119999999999997,2024,4,24,Spring,Recipe Notebook,
51,488,8410,2024-03-23,Electronics,Camera,1.0,43.67,Credit Card,Basra,Female,60,35.425,43.67,Low,Senior,Female Senior,8.245000000000005,2024,3,23,Winter,Camera Bag,
52,1981,3780,2024-10-29,Beauty,Lipstick,4.0,65.49,Credit Card,Kirkuk,Male,23,34.371,261.96,Medium,Young Adult,Male Young Adult,31.118999999999993,2024,10,29,Fall,Lip Balm,
53,938,3551,2024-02-21,Beauty,Perfume,1.0,77.61,Credit Card,Basra,Male,19,53.396,77.61,Low,Young Adult,Male Young Adult,24.214,2024,2,21,Winter,Body Lotion,
54,1097,1000,2024-10-03,Beauty,Foundation,4.0,81.38,Debit Card,Baghdad,Female,62,42.497,325.52,Medium,Senior,Female Senior,38.882999999999996,2024,10,3,Fall,Makeup Brush,
55,539,2841,2024-11-28,Clothing,Jacket,7.0,22.24,Debit Card,Mosul,Male,57,14.256,155.67999999999998,Medium,Senior,Male Senior,7.983999999999998,2024,11,28,Fall,Scarf,
56,71,9826,2024-09-04,Books,Novel,6.0,84.18,Cash,Baghdad,Female,49,50.118,505.08000000000004,High,Adult,Female Adult,34.062000000000005,2024,9,4,Summer,,Special Edition or Signed Copy
57,223,5221,2024-05-06,Books,Novel,5.0,80.23,Credit Card,Mosul,Female,23,56.038,401.15000000000003,Medium,Young Adult,Female Young Adult,24.192000000000007,2024,5,6,Spring,Bookmark,
58,1850,8111,2024-06-07,Electronics,Smartphone,1.0,14.84,Debit Card,Baghdad,Female,49,10.752,14.84,Low,Adult,Female Adult,4.087999999999999,2024,6,7,Spring,Screen Protector,
59,1945,5360,2024-05-22,Books,Biography,2.0,31.18,Cash,Erbil,Male,19,18.256,62.36,Low,Young Adult,Male Young Adult,12.924,2024,5,22,Spring,Bookmark,
60,228,6286,2024-10-02,Electronics,Smartphone,4.0,34.19,Cash,Erbil,Female,22,23.755,136.76,Medium,Young Adult,Female Young Adult,10.434999999999999,2024,10,2,Fall,Screen Protector,
61,606,9282,2024-02-23,Groceries,Misc,9.0,67.2,Credit Card,Baghdad,Female,28,35.331,604.8000000000001,High,Young Adult,Female Young Adult,31.869,2024,2,23,Winter,,Personalized Miscellaneous Items
62,532,6956,2024-07-14,Clothing,T-Shirt,10.0,53.19,Debit Card,Kirkuk,Female,45,37.622,531.9,High,Adult,Female Adult,15.567999999999998,2024,7,14,Summer,,Branded T-Shirt
63,949,3343,2024-09-23,Beauty,Lipstick,3.0,27.44,Credit Card,Erbil,Male,31,15.343,82.32000000000001,Low,Young Adult,Male Young Adult,12.097000000000001,2024,9,23,Summer,Lip Balm,
64,1462,9929,2024-08-05,Books,Cookbook,5.0,53.25,Debit Card,Erbil,Female,60,27.556,266.25,Medium,Senior,Female Senior,25.694,2024,8,5,Summer,Recipe Notebook,
65,755,7014,2024-11-13,Electronics,Camera,9.0,43.41,Cash,Kirkuk,Female,45,35.328,390.68999999999994,Medium,Adult,Female Adult,8.081999999999994,2024,11,13,Fall,Camera Bag,
66,1614,5249,2024-03-07,Books,Biography,3.0,99.17,Credit Card,Najaf,Female,52,55.714,297.51,Medium,Senior,Female Senior,43.456,2024,3,7,Winter,Bookmark,
67,317,6781,2024-09-09,Clothing,Dress,4.0,47.08,Cash,Najaf,Female,20,36.09,188.32,Medium,Young Adult,Female Young Adult,10.989999999999995,2024,9,9,Summer,Jewelry,
68,1576,3648,2024-11-22,Books,Cookbook,1.0,64.3,Credit Card,Basra,Male,45,34.037,64.3,Low,Adult,Male Adult,30.262999999999998,2024,11,22,Fall,Recipe Notebook,
69,1314,9048,2024-04-11,Books,Novel,10.0,46.06,Credit Card,Najaf,Female,53,31.066,460.6,High,Senior,Female Senior,14.994000000000003,2024,4,11,Spring,,Special Edition or Signed Copy
70,553,6427,2024-06-23,Books,Textbook,2.0,74.52,Debit Card,Basra,Male,44,65.306,149.04,Medium,Adult,Male Adult,9.213999999999999,2024,6,23,Spring,Notebook,
71,65,6936,2024-02-25,Sports,Misc,9.0,80.31,Credit Card,Basra,Male,54,48.097,722.79,High,Senior,Male Senior,32.213,2024,2,25,Winter,,Personalized Miscellaneous Items
72,1488,5348,2024-01-31,Home Decor,Lamp,2.0,10.75,Debit Card,Najaf,Male,63,9.435,21.5,Low,Senior,Male Senior,1.3149999999999995,2024,1,31,Winter,Light Bulb,
73,1109,6580,2024-04-18,Beauty,Mascara,3.0,57.93,Credit Card,Erbil,Male,33,31.409,173.79,Medium,Young Adult,Male Young Adult,26.521,2024,4,18,Spring,Eyeliner,
74,406,4961,2024-10-03,Beauty,Lipstick,3.0,30.29,Credit Card,Kirkuk,Female,26,24.37,90.87,Low,Young Adult,Female Young Adult,5.919999999999998,2024,10,3,Fall,Lip Balm,
75,1544,9127,2024-06-15,Groceries,Misc,5.0,67.77,PayPal,Mosul,Female,28,48.825,338.84999999999997,Medium,Young Adult,Female Young Adult,18.944999999999993,2024,6,15,Spring,Personalized Accessories,
76,112,4391,2024-12-08,Home Decor,Candle,1.0,81.53,Cash,Mosul,Female,24,44.518,81.53,Low,Young Adult,Female Young Adult,37.012,2024,12,8,Fall,Candle Holder,
77,1416,6867,2024-03-12,Groceries,Misc,7.0,97.91,PayPal,Kirkuk,Female,42,65.339,685.37,High,Adult,Female Adult,32.571,2024,3,12,Winter,,Personalized Miscellaneous Items
78,586,9905,2024-11-26,Clothing,Jeans,5.0,9.79,Debit Card,Erbil,Male,62,6.957,48.949999999999996,Low,Senior,Male Senior,2.8329999999999993,2024,11,26,Fall,Belt,
79,1957,3872,2024-04-25,Groceries,Misc,10.0,40.35,Debit Card,Basra,Female,19,29.675,403.5,Medium,Young Adult,Female Young Adult,10.675,2024,4,25,Spring,Personalized Accessories,
80,1373,7533,2024-10-17,Clothing,Dress,3.0,24.81,PayPal,Basra,Male,20,18.484,74.42999999999999,Low,Young Adult,Male Young Adult,6.325999999999997,2024,10,17,Fall,Jewelry,
81,1308,2296,2024-09-24,Beauty,Lipstick,8.0,18.22,PayPal,Baghdad,Female,31,16.107,145.76,Medium,Young Adult,Female Young Adult,2.1129999999999995,2024,9,24,Summer,Lip Balm,
82,1605,5844,2024-09-28,Sports,Misc,10.0,79.57,Cash,Kirkuk,Male,65,58.567,795.6999999999999,High,Senior,Male Senior,21.002999999999993,2024,9,28,Summer,,Personalized Miscellaneous Items
83,1914,2157,2024-10-10,Home Decor,Lamp,10.0,73.04,Debit Card,Kirkuk,Male,58,52.919,730.4000000000001,High,Senior,Male Senior,20.12100000000001,2024,10,10,Fall,,Smart Lamp 
84,10,3187,2024-10-19,Home Decor,Curtains,9.0,91.59,Credit Card,Mosul,Female,20,50.984,824.3100000000001,High,Young Adult,Female Young Adult,40.606,2024,10,19,Fall,,Designer Curtains
85,858,7053,2024-06-04,Clothing,Jacket,10.0,70.69,Cash,Baghdad,Female,21,36.141,706.9,High,Young Adult,Female Young Adult,34.549,2024,6,4,Spring,,Leather Jacket 
86,6,7295,2024-02-10,Beauty,Foundation,5.0,75.84,Credit Card,Kirkuk,Male,28,52.898,379.20000000000005,Medium,Young Adult,Male Young Adult,22.942,2024,2,10,Winter,Makeup Brush,
87,1183,2028,2024-01-06,Groceries,Misc,5.0,15.22,Credit Card,Baghdad,Male,62,13.452,76.10000000000001,Low,Senior,Male Senior,1.7680000000000007,2024,1,6,Winter,Personalized Accessories,
88,280,1354,2024-05-07,Electronics,Laptop,8.0,90.82,PayPal,Najaf,Female,30,64.567,726.56,High,Young Adult,Female Young Adult,26.253,2024,5,7,Spring,,Premium Business Laptop
89,1561,8189,2024-10-22,Groceries,Misc,8.0,37.91,Debit Card,Basra,Female,57,24.571,303.28,Medium,Senior,Female Senior,13.338999999999995,2024,10,22,Fall,Personalized Accessories,
90,88,5163,2024-10-11,Groceries,Misc,5.0,76.71,Credit Card,Erbil,Female,64,50.959,383.54999999999995,Medium,Senior,Female Senior,25.75099999999999,2024,10,11,Fall,Personalized Accessories,
91,470,5849,2024-07-19,Home Decor,Vase,5.0,91.41,Credit Card,Kirkuk,Male,41,74.234,457.04999999999995,High,Adult,Male Adult,17.176000000000002,2024,7,19,Summer,,Handcrafted Vase
92,1734,6522,2024-10-15,Groceries,Misc,1.0,50.84,Debit Card,Erbil,Male,52,43.275,50.84,Low,Senior,Male Senior,7.565000000000005,2024,10,15,Fall,Personalized Accessories,
93,1218,4821,2024-11-25,Home Decor,Vase,5.0,81.88,PayPal,Najaf,Male,34,59.126,409.4,Medium,Young Adult,Male Young Adult,22.753999999999998,2024,11,25,Fall,Flowers,
94,633,6689,2024-03-12,Groceries,Misc,8.0,88.06,Cash,Najaf,Female,31,70.205,704.48,High,Young Adult,Female Young Adult,17.855000000000004,2024,3,12,Winter,,Personalized Miscellaneous Items
95,59,5199,2024-06-25,Home Decor,Vase,6.0,17.81,Debit Card,Erbil,Female,49,13.984,106.85999999999999,Medium,Adult,Female Adult,3.8259999999999987,2024,6,25,Spring,Flowers,
96,1172,3441,2024-06-25,Beauty,Lipstick,4.0,21.35,Credit Card,Mosul,Male,45,12.627,85.4,Low,Adult,Male Adult,8.723,2024,6,25,Spring,Lip Balm,
97,82,8576,2024-02-25,Groceries,Misc,1.0,22.92,Cash,Basra,Female,61,14.528,22.92,Low,Senior,Female Senior,8.392000000000001,2024,2,25,Winter,Personalized Accessories,
98,457,4724,2024-04-08,Books,Textbook,2.0,81.63,Debit Card,Mosul,Female,33,57.341,163.26,Medium,Young Adult,Female Young Adult,24.288999999999994,2024,4,8,Spring,Notebook,
99,1942,3478,2024-07-12,Electronics,Laptop,6.0,23.07,PayPal,Basra,Female,65,20.715,138.42000000000002,Medium,Senior,Female Senior,2.3550000000000004,2024,7,12,Summer,Laptop Bag,
100,800,5865,2024-01-09,Beauty,Perfume,4.0,11.2,Debit Card,Najaf,Female,55,8.703,44.8,Low,Senior,Female Senior,2.497,2024,1,9,Winter,Body Lotion,
101,1712,6699,2024-08-31,Clothing,Jeans,10.0,22.38,Cash,Najaf,Male,51,12.85,223.79999999999998,Medium,Senior,Male Senior,9.53,2024,8,31,Summer,Belt,
102,1909,9219,2024-11-17,Beauty,Lipstick,9.0,88.04,PayPal,Basra,Male,32,63.101,792.36,High,Young Adult,Male Young Adult,24.939000000000007,2024,11,17,Fall,,Luxury Lipstick Set
103,1284,3122,2024-02-28,Home Decor,Vase,2.0,24.62,Debit Card,Erbil,Male,29,18.989,49.24,Low,Young Adult,Male Young Adult,5.631,2024,2,28,Winter,Flowers,
104,807,9183,2024-08-06,Clothing,T-Shirt,5.0,56.0,Credit Card,Kirkuk,Female,55,34.472,280.0,Medium,Senior,Female Senior,21.528,2024,8,6,Summer,Sneakers,
105,776,2573,2024-09-10,Electronics,Camera,1.0,12.66,PayPal,Kirkuk,Female,54,7.3,12.66,Low,Senior,Female Senior,5.36,2024,9,10,Summer,Camera Bag,
106,106,1707,2024-08-21,Beauty,Perfume,8.0,85.94,PayPal,Kirkuk,Female,19,71.384,687.52,High,Young Adult,Female Young Adult,14.555999999999997,2024,8,21,Summer,,Limited Edition Perfume
107,996,6179,2024-08-20,Clothing,T-Shirt,4.0,59.79,Debit Card,Erbil,Male,21,41.246,239.16,Medium,Young Adult,Male Young Adult,18.543999999999997,2024,8,20,Summer,Sneakers,
108,85,7753,2024-06-01,Electronics,Headphones,3.0,23.23,Cash,Najaf,Male,32,13.255,69.69,Low,Young Adult,Male Young Adult,9.975,2024,6,1,Spring,Headphone Case,
109,823,9993,2024-06-02,Sports,Misc,10.0,55.46,Debit Card,Baghdad,Male,20,31.908,554.6,High,Young Adult,Male Young Adult,23.552,2024,6,2,Spring,,Personalized Miscellaneous Items
110,751,7148,2024-03-12,Books,Textbook,8.0,35.52,Debit Card,Mosul,Female,41,23.576,284.16,Medium,Adult,Female Adult,11.944000000000003,2024,3,12,Winter,Notebook,
111,767,6221,2024-02-13,Electronics,Camera,9.0,81.76,Debit Card,Basra,Male,25,70.72,735.84,High,Young Adult,Male Young Adult,11.040000000000006,2024,2,13,Winter,,Mirrorless Camera
112,461,9552,2024-09-24,Groceries,Misc,6.0,36.5,Debit Card,Najaf,Female,39,28.736,219.0,Medium,Adult,Female Adult,7.763999999999999,2024,9,24,Summer,Personalized Accessories,
113,615,1318,2024-03-19,Sports,Misc,10.0,37.36,Cash,Baghdad,Female,44,23.593,373.6,Medium,Adult,Female Adult,13.767,2024,3,19,Winter,Personalized Accessories,
114,588,9236,2024-09-10,Electronics,Camera,5.0,12.38,Credit Card,Mosul,Female,19,8.375,61.900000000000006,Low,Young Adult,Female Young Adult,4.005000000000001,2024,9,10,Summer,Camera Bag,
115,1402,5174,2024-11-18,Books,Novel,6.0,62.13,PayPal,Baghdad,Male,65,40.992,372.78000000000003,Medium,Senior,Male Senior,21.138000000000005,2024,11,18,Fall,Bookmark,
116,118,7293,2024-02-21,Books,Cookbook,3.0,51.07,Debit Card,Baghdad,Female,43,37.4,153.21,Medium,Adult,Female Adult,13.670000000000002,2024,2,21,Winter,Recipe Notebook,
117,1079,4250,2024-11-20,Clothing,Jacket,9.0,43.83,Credit Card,Erbil,Female,23,29.629,394.46999999999997,Medium,Young Adult,Female Young Adult,14.200999999999997,2024,11,20,Fall,Scarf,
118,1260,2245,2024-06-09,Beauty,Mascara,9.0,78.78,Debit Card,Najaf,Male,50,50.189,709.02,High,Adult,Male Adult,28.591,2024,6,9,Spring,,Waterproof Mascara
119,1953,8357,2024-01-29,Electronics,Camera,6.0,10.89,PayPal,Basra,Female,42,8.52,65.34,Low,Adult,Female Adult,2.370000000000001,2024,1,29,Winter,Camera Bag,
120,1238,7094,2024-01-31,Clothing,Dress,9.0,54.52,Cash,Baghdad,Male,53,35.327,490.68,High,Senior,Male Senior,19.193000000000005,2024,1,31,Winter,,Evening Gown
121,1953,2914,2024-05-14,Sports,Misc,4.0,71.35,Debit Card,Kirkuk,Female,59,60.684,285.4,Medium,Senior,Female Senior,10.665999999999997,2024,5,14,Spring,Personalized Accessories,
122,1212,9555,2024-04-18,Electronics,Laptop,8.0,91.53,Cash,Basra,Male,18,47.803,732.24,High,Adult,Male Adult,43.727000000000004,2024,4,18,Spring,,Premium Business Laptop
123,891,4894,2024-01-18,Books,Cookbook,2.0,71.96,Credit Card,Basra,Male,39,53.382,143.92,Medium,Adult,Male Adult,18.577999999999996,2024,1,18,Winter,Recipe Notebook,
124,841,9281,2024-12-01,Home Decor,Candle,6.0,46.03,Credit Card,Kirkuk,Female,59,37.569,276.18,Medium,Senior,Female Senior,8.460999999999999,2024,12,1,Fall,Candle Holder,
125,1647,6508,2024-11-25,Electronics,Laptop,5.0,93.41,PayPal,Basra,Female,24,63.118,467.04999999999995,High,Young Adult,Female Young Adult,30.291999999999994,2024,11,25,Fall,,Premium Business Laptop
126,1579,5763,2024-05-31,Groceries,Misc,5.0,5.96,Debit Card,Erbil,Female,49,3.667,29.8,Low,Adult,Female Adult,2.293,2024,5,31,Spring,Personalized Accessories,
127,1473,4621,2024-04-22,Clothing,Jeans,2.0,53.88,Credit Card,Mosul,Male,23,43.929,107.76,Medium,Young Adult,Male Young Adult,9.951,2024,4,22,Spring,Belt,
128,568,7055,2024-11-11,Electronics,Headphones,1.0,36.43,Cash,Basra,Male,39,22.411,36.43,Low,Adult,Male Adult,14.018999999999998,2024,11,11,Fall,Headphone Case,
129,846,9492,2024-12-16,Electronics,Camera,7.0,47.13,PayPal,Kirkuk,Female,25,28.356,329.91,Medium,Young Adult,Female Young Adult,18.774,2024,12,16,Fall,Camera Bag,
130,1176,4187,2024-10-03,Books,Novel,4.0,52.16,Cash,Mosul,Male,60,42.242,208.64,Medium,Senior,Male Senior,9.918,2024,10,3,Fall,Bookmark,
131,1089,3380,2024-01-03,Clothing,Jacket,2.0,72.93,Debit Card,Erbil,Female,20,63.357,145.86,Medium,Young Adult,Female Young Adult,9.573000000000008,2024,1,3,Winter,Scarf,
132,1978,2005,2024-11-08,Clothing,Jeans,4.0,23.57,Cash,Kirkuk,Male,30,15.509,94.28,Low,Young Adult,Male Young Adult,8.061,2024,11,8,Fall,Belt,
133,1208,6588,2024-12-20,Clothing,Jeans,1.0,47.53,Credit Card,Mosul,Male,36,31.969,47.53,Low,Adult,Male Adult,15.561,2024,12,20,Fall,Belt,
134,280,1662,2024-11-12,Groceries,Misc,1.0,47.2,Credit Card,Najaf,Male,26,24.755,47.2,Low,Young Adult,Male Young Adult,22.445000000000004,2024,11,12,Fall,Personalized Accessories,
135,887,1575,2024-04-11,Groceries,Misc,2.0,89.25,PayPal,Basra,Male,27,74.46,178.5,Medium,Young Adult,Male Young Adult,14.790000000000006,2024,4,11,Spring,Personalized Accessories,
136,906,8324,2024-02-04,Sports,Misc,10.0,87.44,PayPal,Najaf,Male,37,60.602,874.4,High,Adult,Male Adult,26.838,2024,2,4,Winter,,Personalized Miscellaneous Items
137,659,3764,2024-01-01,Home Decor,Curtains,8.0,89.29,Debit Card,Baghdad,Female,39,66.02,714.32,High,Adult,Female Adult,23.27000000000001,2024,1,1,Winter,,Designer Curtains
138,1055,8382,2024-04-06,Groceries,Misc,7.0,42.8,PayPal,Mosul,Male,27,21.774,299.59999999999997,Medium,Young Adult,Male Young Adult,21.025999999999996,2024,4,6,Spring,Personalized Accessories,
